16826765312,44350022390,9733039,11096,58,780000,0,176000,1138,0,0,0,49
16826765312,44336932175,8972059,12656,58,664000,0,152000,1139,0,0,0,49
16826765312,44336724773,9310672,11491,58,756000,0,208000,1139,0,0,0,49
16826765312,44339662791,9556673,11904,58,752000,0,216000,1138,0,0,0,49
16826765312,44349416420,9338745,11289,58,792000,0,192000,1139,0,0,0,49
16826765312,44355003598,9428376,11298,58,760000,0,168000,1140,0,0,0,49
16826765312,44339099634,10759547,11672,58,772000,0,208000,1139,0,0,0,49
16826765312,44329698635,11682277,404171,58,360000,0,224000,1536,0,0,0,49
16826765312,44320940715,11955454,403194,58,384000,0,196000,1559,0,0,0,49
16826765312,44312474031,11683040,404622,58,340000,0,268000,1549,0,0,0,49
16826765312,44318673268,10949042,406037,58,412000,0,232000,1556,0,0,0,49
16826765312,44315596865,12043129,403219,58,400000,0,224000,1554,0,0,0,49
16826765312,44320741019,11975259,402400,58,336000,0,248000,1556,0,0,0,49
16826765312,44312936007,11106688,402957,58,372000,0,236000,1501,0,0,0,49
16826765312,44269545198,23100601,4329038,60,104000,1,472000,262259,1,0,8185,53
16826765312,44324683769,23171998,4329761,58,720000,0,528000,262260,0,0,0,50
16826765312,44340908934,23773059,4331405,58,584000,0,524000,262261,0,0,0,49
16826765312,44328857185,23516328,4329937,58,612000,0,488000,262262,0,0,0,49
16826765312,44347346115,23360721,4328720,58,596000,0,544000,262259,0,0,0,49
16826765312,44337383284,22477780,4330675,58,568000,0,564000,262262,0,0,0,49
16826765312,44346357059,22663747,4328780,58,896000,0,548000,262263,0,0,0,50
16826765312,44326033924,27415586,4964603,59,68000,0,608000,278628,0,0,0,50
16826765312,44323549858,27004694,4962730,58,968000,0,640000,278631,0,0,0,50
16826765312,44327625350,27169915,4964750,59,112000,0,628000,278631,0,0,0,50
16826765312,44322752147,27518722,4965647,59,92000,0,672000,278629,0,0,0,50
16826765312,44321827137,27092781,4964634,58,824000,0,652000,278629,0,0,0,50
16826765312,44329854981,27238703,4963515,58,944000,0,624000,278628,0,0,0,50
16826765312,44330256678,27153705,4963423,59,216000,0,620000,278634,0,0,0,50
16826765312,44331533463,17378714,5128069,59,680000,1,204000,1334387,0,0,86,51
16826765312,44404168877,18423315,6140586,60,836000,2,356000,2671732,0,0,185,54
16826765312,44402800215,19017260,5886365,60,968000,2,220000,2322653,0,0,149,56
16826765312,44442676107,18169016,6157393,60,872000,2,260000,2678900,0,0,170,54
16826765312,44361111803,18076554,6374820,61,28000,2,544000,2980980,0,0,206,54
16826765312,44413428862,18845929,6153354,61,200000,2,200000,2678900,0,0,177,54
16826765312,44422718869,17728330,6268053,60,504000,2,448000,2898595,0,0,138,53
16826765312,44365330334,22766795,6509227,60,396000,2,32000,1962014,0,0,50,52
16826765312,44357072836,22719890,6307605,60,608000,1,836000,1745373,0,0,45,53
16826765312,44352543668,22181344,6121178,60,288000,1,636000,1535863,0,0,43,52
16826765312,44360983751,22749128,6509533,60,316000,2,116000,1960113,0,0,52,52
16826765312,44394681397,23147521,6652676,60,200000,2,272000,2104195,0,0,47,52
16826765312,44369685582,22293530,6465865,60,516000,1,876000,1909938,0,0,51,52
16826765312,44343611331,22553552,6523203,60,504000,2,4000,1973533,0,0,50,53
16826765312,44342736878,15539475,4198881,58,940000,0,592000,262286,0,0,19,50
16826765312,44335867431,16587948,4200165,59,4000,0,552000,262267,0,0,0,50
16826765312,44349235960,16380807,4200516,58,492000,0,544000,262270,0,0,0,49
16826765312,44341965455,16115740,4199907,58,556000,0,544000,262267,0,0,0,49
16826765312,44333996187,15879494,4199016,58,552000,0,540000,262269,0,0,0,49
16826765312,44339265784,16209263,4199014,58,556000,0,544000,262267,0,0,0,49
16826765312,44342702137,16365797,4199461,58,916000,0,548000,262269,0,0,0,50
16826765312,44326785424,20439782,4718010,59,56000,0,552000,262268,0,0,0,50
16826765312,44319755559,20616812,4717640,58,900000,0,548000,262269,0,0,0,50
16826765312,44325679606,20523466,4716801,58,880000,0,536000,262268,0,0,0,50
16826765312,44315618681,20458540,4717257,58,880000,0,548000,262267,0,0,0,50
16826765312,44320254823,20636798,4718478,59,56000,0,540000,262269,0,0,0,50
16826765312,44320380572,20146653,4717645,58,916000,0,544000,262268,0,0,0,50
16826765312,44322756178,20660115,4718530,58,888000,0,548000,262270,0,0,0,50
16826765312,44348496449,16053437,4199228,58,780000,0,560000,262267,0,0,0,50
16826765312,44346920579,15465196,4198946,58,812000,0,548000,262267,0,0,0,50
16826765312,44337174717,15921337,4200932,58,760000,0,604000,262270,0,0,0,50
16826765312,44337290466,16375194,4199411,58,764000,0,528000,262269,0,0,0,49
16826765312,44336027268,16451006,4199245,58,740000,0,568000,262268,0,0,0,49
16826765312,44337584162,16672833,4199474,58,820000,0,528000,262267,0,0,0,50
16826765312,44335736162,16281074,4199354,59,144000,0,508000,262267,0,0,0,50
16826765312,44323168558,20654823,4718205,59,0,0,548000,262268,0,0,0,50
16826765312,44321395000,20803823,4715769,59,144000,0,580000,262269,0,0,0,50
16826765312,44320198526,20284376,4718653,59,128000,0,564000,262267,0,0,0,50
16826765312,44317784555,20462007,4716464,59,108000,0,548000,262268,0,0,0,50
16826765312,44325498399,20311736,4718690,59,156000,0,504000,262269,0,0,0,50
16826765312,44305299653,20494305,4715718,59,244000,0,564000,262269,0,0,0,50
16826765312,44326179553,20639408,4712900,58,996000,0,568000,262270,0,0,0,50
16826765312,44326291750,16817844,4198198,58,744000,0,556000,262270,0,0,0,49
16826765312,44333885540,16401953,4197810,59,48000,0,556000,262267,0,0,0,50
16826765312,44328300495,16365631,4199604,58,892000,0,548000,262268,0,0,0,50
16826765312,44346774537,16594523,4200107,58,832000,0,492000,262269,0,0,0,49
16826765312,44329870544,16604678,4198367,58,760000,0,536000,262269,0,0,0,50
16826765312,44327650143,16419349,4199796,58,776000,0,512000,262269,0,0,0,49
16826765312,44342076677,15970946,4199410,58,664000,0,580000,262268,0,0,0,49
16826765312,44329527959,20335066,4719390,59,112000,0,528000,262267,0,0,0,50
16826765312,44332225697,19704705,4716186,59,104000,0,548000,262269,0,0,0,50
16826765312,44320272259,20364332,4718329,59,96000,0,528000,262267,0,0,0,50
16826765312,44321358513,21195482,4716254,59,260000,0,564000,262267,0,0,0,50
16826765312,44332012140,20420285,4714483,59,152000,0,532000,262269,0,0,0,50
16826765312,44328745134,20258220,4718922,59,92000,0,560000,262269,0,0,0,50
16826765312,44321774357,20695273,4715860,58,988000,0,568000,262267,0,0,0,50
