44346239465,9670137,13145,58,820000,0,196000,1138,0
44309277039,9586769,39561,59,196000,0,288000,1141,0
44258890451,8952637,36896,59,284000,0,264000,1139,0
44241838708,10287608,37693,59,572000,0,304000,1140,0
44340227529,9955065,35251,59,108000,0,264000,1141,0
44321073594,10268130,39897,59,472000,0,308000,1139,0
44241012994,11253467,41366,59,340000,0,324000,1138,0
44295404419,12356488,529800,59,152000,0,276000,1549,0
44307407021,12251063,520948,59,88000,0,296000,1554,0
44315814093,11818755,413161,58,632000,0,236000,1534,0
44351324215,12124769,531103,59,148000,0,288000,1535,0
44275793064,13377185,531050,59,256000,0,276000,1555,0
44252777481,12220608,530069,59,116000,0,328000,1529,0
44122733972,11970264,529216,59,64000,0,340000,1509,0
44291900203,23082714,4400769,59,248000,0,568000,262260,0
44120148142,24431555,4390583,59,188000,0,612000,262260,0
44287843885,23050152,4394034,59,168000,0,536000,262259,0
44288147402,24168568,4411173,59,320000,0,568000,262261,0
44337791472,23141963,4360594,59,88000,0,548000,262262,0
44337171086,23565237,4329194,58,548000,0,592000,262259,0
44284128494,23385401,4406448,59,356000,0,544000,262260,0
44364052684,27380905,5040861,59,556000,0,716000,278627,0
44341724352,26966868,4966633,58,848000,0,696000,278631,0
44257918703,27293984,5006513,59,264000,0,784000,278631,0
44319618255,27173603,4982565,59,192000,0,680000,278630,0
44318255178,26819366,4965822,58,884000,0,684000,278631,0
44311935860,27078091,4964173,58,984000,0,588000,278630,0
44331751540,27201175,5001140,59,328000,0,676000,278627,0
44363204753,17016904,5753212,60,180000,1,784000,2099316,0
44415854086,17661504,6322478,60,684000,2,320000,2926765,0
44430743351,19792091,6591235,61,364000,2,636000,3331373,0
44455239532,18273069,6527505,61,128000,2,596000,3186804,0
44376280782,18525858,5982951,60,376000,2,36000,2456694,0
44405228508,18944529,6436206,61,392000,2,508000,3022182,0
44435587194,17717078,6681370,61,176000,2,804000,3428795,0
44352259389,22314044,6900462,60,700000,2,300000,2350326,0
44349064703,22756642,6600270,60,724000,2,44000,2039368,0
44381225349,22827336,6789112,60,844000,2,168000,2244776,0
44319158176,22922971,6592299,60,532000,2,64000,2042091,0
44376095180,22499505,6820860,60,620000,2,208000,2283172,0
44418007730,22798413,6652809,60,436000,2,84000,2101637,0
44364709777,23296759,6854925,60,648000,2,424000,2296950,0
44344535251,15961090,4199479,58,512000,0,560000,262269,0
44268112386,16607064,4256680,59,24000,0,588000,262268,0
44335259024,16678740,4273668,59,240000,0,580000,262269,0
44286805056,16678865,4268602,59,220000,0,628000,262268,0
44388205331,16586984,4289309,59,220000,0,620000,262269,0
44213498471,16369131,4268927,59,248000,0,616000,262269,0
44216760333,16835402,4264524,59,220000,0,632000,262269,0
44439963195,20540677,4799717,59,412000,0,632000,262269,0
44364778077,21428622,4785035,59,456000,0,608000,262268,0
44349505764,20744926,4802531,59,616000,0,588000,262267,0
44267264329,20760516,4796404,59,520000,0,604000,262270,0
44262989477,20424677,4754253,59,180000,0,580000,262268,0
44299750956,20402017,4731615,59,36000,0,544000,262269,0
44250091221,20529576,4795914,59,484000,0,612000,262267,0
44349324450,16772935,4280657,59,584000,0,604000,262269,0
44334529296,16511574,4269277,59,528000,0,680000,262270,0
44200932365,16461600,4264133,59,444000,0,636000,262269,0
44247304578,16420537,4269615,59,456000,0,604000,262268,0
44386743563,16443882,4277081,59,556000,0,656000,262268,0
44287915860,16471420,4242061,59,208000,0,604000,262269,0
44335455381,15975341,4199505,58,628000,0,548000,262267,0
44321757718,20194280,4716885,59,128000,0,508000,262270,0
44308994900,20196024,4716594,59,120000,0,520000,262269,0
44394024291,21002096,4785124,59,632000,0,648000,262269,0
44262416235,20806252,4785865,59,748000,0,576000,262269,0
44203565727,20813791,4781683,59,704000,0,636000,262270,0
44361720019,19977503,4799045,59,760000,0,600000,262270,0
44324648448,20699335,4793037,59,724000,0,608000,262268,0
44357895218,16855434,4275590,59,460000,0,592000,262268,0
44302237035,17134413,4243874,59,184000,0,580000,262268,0
44199268301,16378373,4271655,59,508000,0,552000,262269,0
44278390428,16453952,4265396,59,420000,0,620000,262268,0
44319100196,16662420,4281080,59,460000,0,604000,262270,0
44303869661,16389089,4261153,59,356000,0,612000,262270,0
44330241925,16454675,4274009,59,416000,0,656000,262268,0
44283611792,20612508,4791972,59,636000,0,680000,262267,0
44281975264,20622605,4752348,59,524000,0,556000,262267,0
44313187580,20237824,4716166,59,72000,0,508000,262267,0
44308374916,20241332,4718144,59,96000,0,500000,262268,0
44223633687,20624851,4761169,59,528000,0,564000,262268,0
44326468582,20667682,4797261,59,712000,0,644000,262269,0
44268972858,20730178,4792195,59,688000,0,544000,262269,0
